doc,act,tag
77,140,723
77,140,724
77,140,725
77,140,718
77,140,722
77,140,32
77,140,12
77,140,34
77,140,14
78,7,726
78,141,726
78,7,727
78,141,727
78,7,728
78,141,728
78,7,729
78,141,729
78,7,683
78,141,683
78,7,683
78,141,683
78,7,730
78,141,730
78,7,731
78,141,731
78,7,732
78,141,732
78,7,733
78,141,733
78,7,32
78,141,32
78,7,12
78,141,12
78,7,34
78,141,34
78,7,14
78,141,14
79,142,734
79,143,734
79,142,735
79,143,735
79,142,736
79,143,736
79,142,737
79,143,737
79,142,738
79,143,738
79,142,739
79,143,739
79,142,632
79,143,632
79,142,740
79,143,740
79,142,741
79,143,741
79,142,449
79,143,449
79,142,742
79,143,742
79,142,739
79,143,739
79,142,743
79,143,743
79,142,637
79,143,637
79,142,744
79,143,744
79,142,745
79,143,745
79,142,32
79,143,32
79,142,12
79,143,12
79,142,13
79,143,13
79,142,14
79,143,14
80,144,746
80,145,746
80,144,747
80,145,747
80,144,748
80,145,748
80,144,749
80,145,749
80,144,750
80,145,750
80,144,751
80,145,751
80,144,752
80,145,752
80,144,753
80,145,753
80,144,32
80,145,32
80,144,31
80,145,31
80,144,12
80,145,12
80,144,34
80,145,34
80,144,14
80,145,14
81,146,754
81,129,754
81,147,754
81,146,755
81,129,755
81,147,755
81,146,485
81,129,485
81,147,485
81,146,756
81,129,756
81,147,756
81,146,121
81,129,121
81,147,121
81,146,142
81,129,142
81,147,142
81,146,757
81,129,757
81,147,757
81,146,758
81,129,758
81,147,758
81,146,759
81,129,759
81,147,759
81,146,760
81,129,760
81,147,760
81,146,761
81,129,761
81,147,761
81,146,762
81,129,762
81,147,762
81,146,150
81,129,150
81,147,150
81,146,126
81,129,126
81,147,126
81,146,763
81,129,763
81,147,763
81,146,764
81,129,764
81,147,764
81,146,226
81,129,226
81,147,226
81,146,32
81,129,32
81,147,32
81,146,31
81,129,31
81,147,31
81,146,139
81,129,139
81,147,139
81,146,12
81,129,12
81,147,12
81,146,13
81,129,13
81,147,13
81,146,14
81,129,14
81,147,14
82,148,765
82,149,765
82,150,765
82,151,765
82,148,510
82,149,510
82,150,510
82,151,510
82,148,766
82,149,766
82,150,766
82,151,766
82,148,767
82,149,767
82,150,767
82,151,767
82,148,768
82,149,768
82,150,768
82,151,768
82,148,768
82,149,768
82,150,768
82,151,768
82,148,767
82,149,767
82,150,767
82,151,767
82,148,769
82,149,769
82,150,769
82,151,769
82,148,770
82,149,770
82,150,770
82,151,770
82,148,771
82,149,771
82,150,771
82,151,771
82,148,629
82,149,629
82,150,629
82,151,629
82,148,32
82,149,32
82,150,32
82,151,32
82,148,12
82,149,12
82,150,12
82,151,12
82,148,13
82,149,13
82,150,13
82,151,13
82,148,14
82,149,14
82,150,14
82,151,14
83,152,772
83,153,772
83,152,773
83,153,773
83,152,774
83,153,774
83,152,775
83,153,775
83,152,776
83,153,776
83,152,777
83,153,777
83,152,641
83,153,641
83,152,641
83,153,641
83,152,778
83,153,778
83,152,779
83,153,779
83,152,780
83,153,780
83,152,781
83,153,781
83,152,782
83,153,782
83,152,773
83,153,773
83,152,32
83,153,32
83,152,12
83,153,12
83,152,13
83,153,13
83,152,14
83,153,14
84,6,31
84,3,31
84,4,31
84,5,31
84,154,31
84,7,31
84,8,31
84,6,12
84,3,12
84,4,12
84,5,12
84,154,12
84,7,12
84,8,12
84,6,34
84,3,34
84,4,34
84,5,34
84,154,34
84,7,34
84,8,34
84,6,35
84,3,35
84,4,35
84,5,35
84,154,35
84,7,35
84,8,35
85,155,783
85,156,783
85,157,783
85,158,783
85,155,784
85,156,784
85,157,784
85,158,784
85,155,785
85,156,785
85,157,785
85,158,785
85,155,786
85,156,786
85,157,786
85,158,786
85,155,787
85,156,787
85,157,787
85,158,787
85,155,788
85,156,788
85,157,788
85,158,788
85,155,789
85,156,789
85,157,789
85,158,789
85,155,56
85,156,56
85,157,56
85,158,56
85,155,32
85,156,32
85,157,32
85,158,32
85,155,12
85,156,12
85,157,12
85,158,12
85,155,13
85,156,13
85,157,13
85,158,13
85,155,14
85,156,14
85,157,14
85,158,14
86,159,790
86,160,790
86,161,790
86,162,790
86,159,791
86,160,791
86,161,791
86,162,791
86,159,792
86,160,792
86,161,792
86,162,792
86,159,793
86,160,793
86,161,793
86,162,793
86,159,791
86,160,791
86,161,791
86,162,791
86,159,794
86,160,794
86,161,794
86,162,794
86,159,32
86,160,32
86,161,32
86,162,32
86,159,12
86,160,12
86,161,12
86,162,12
86,159,13
86,160,13
86,161,13
86,162,13
86,159,14
86,160,14
86,161,14
86,162,14
87,163,786
87,92,786
87,163,795
87,92,795
87,163,796
87,92,796
87,163,460
87,92,460
87,163,56
87,92,56
87,163,797
87,92,797
87,163,798
87,92,798
87,163,460
87,92,460
87,163,32
87,92,32
87,163,33
87,92,33
87,163,13
87,92,13
87,163,14
87,92,14
88,164,799
88,165,799
88,164,640
88,165,640
88,164,800
88,165,800
88,164,801
88,165,801
88,164,228
88,165,228
88,164,802
88,165,802
88,164,803
88,165,803
88,164,804
88,165,804
88,164,805
88,165,805
88,164,806
88,165,806
88,164,228
88,165,228
88,164,807
88,165,807
88,164,808
88,165,808
88,164,640
88,165,640
88,164,32
88,165,32
88,164,12
88,165,12
88,164,34
88,165,34
88,164,14
88,165,14
89,166,809
89,166,810
89,166,811
89,166,388
89,166,812
89,166,813
89,166,814
89,166,815
89,166,816
89,166,817
89,166,818
89,166,819
89,166,388
89,166,820
89,166,821
89,166,344
89,166,822
89,166,823
89,166,824
89,166,32
89,166,12
89,166,13
89,166,14
90,167,825
90,168,825
90,167,826
90,168,826
90,167,827
90,168,827
90,167,466
90,168,466
90,167,828
90,168,828
90,167,829
90,168,829
90,167,830
90,168,830
90,167,831
90,168,831
90,167,828
90,168,828
90,167,471
90,168,471
90,167,832
90,168,832
90,167,833
90,168,833
90,167,32
90,168,32
90,167,12
90,168,12
90,167,13
90,168,13
90,167,14
90,168,14
91,78,834
91,169,834
91,170,834
91,101,834
91,102,834
91,171,834
91,172,834
91,173,834
91,78,835
91,169,835
91,170,835
91,101,835
91,102,835
91,171,835
91,172,835
91,173,835
91,78,490
91,169,490
91,170,490
91,101,490
91,102,490
91,171,490
91,172,490
91,173,490
91,78,70
91,169,70
91,170,70
91,101,70
91,102,70
91,171,70
91,172,70
91,173,70
91,78,836
91,169,836
91,170,836
91,101,836
91,102,836
91,171,836
91,172,836
91,173,836
91,78,32
91,169,32
91,170,32
91,101,32
91,102,32
91,171,32
91,172,32
91,173,32
91,78,12
91,169,12
91,170,12
91,101,12
91,102,12
91,171,12
91,172,12
91,173,12
91,78,34
91,169,34
91,170,34
91,101,34
91,102,34
91,171,34
91,172,34
91,173,34
91,78,14
91,169,14
91,170,14
91,101,14
91,102,14
91,171,14
91,172,14
91,173,14
92,174,837
92,37,837
92,174,838
92,37,838
92,174,839
92,37,839
92,174,526
92,37,526
92,174,121
92,37,121
92,174,840
92,37,840
92,174,841
92,37,841
92,174,842
92,37,842
92,174,527
92,37,527
92,174,126
92,37,126
92,174,840
92,37,840
92,174,843
92,37,843
92,174,844
92,37,844
92,174,32
92,37,32
92,174,12
92,37,12
92,174,13
92,37,13
92,174,14
92,37,14
93,9,845
93,175,845
93,176,845
93,9,846
93,175,846
93,176,846
93,9,847
93,175,847
93,176,847
93,9,452
93,175,452
93,176,452
93,9,848
93,175,848
93,176,848
93,9,849
93,175,849
93,176,849
93,9,850
93,175,850
93,176,850
93,9,851
93,175,851
93,176,851
93,9,852
93,175,852
93,176,852
93,9,452
93,175,452
93,176,452
93,9,853
93,175,853
93,176,853
93,9,854
93,175,854
93,176,854
93,9,32
93,175,32
93,176,32
93,9,12
93,175,12
93,176,12
93,9,13
93,175,13
93,176,13
93,9,14
93,175,14
93,176,14
94,177,855
94,178,855
94,179,855
94,177,856
94,178,856
94,179,856
94,177,495
94,178,495
94,179,495
94,177,147
94,178,147
94,179,147
94,177,32
94,178,32
94,179,32
94,177,33
94,178,33
94,179,33
94,177,13
94,178,13
94,179,13
94,177,14
94,178,14
94,179,14
95,180,857
95,143,857
95,180,858
95,143,858
95,180,859
95,143,859
95,180,860
95,143,860
95,180,861
95,143,861
95,180,862
95,143,862
95,180,863
95,143,863
95,180,864
95,143,864
95,180,865
95,143,865
95,180,866
95,143,866
95,180,867
95,143,867
95,180,868
95,143,868
95,180,869
95,143,869
95,180,870
95,143,870
95,180,871
95,143,871
95,180,872
95,143,872
95,180,873
95,143,873
95,180,874
95,143,874
95,180,213
95,143,213
95,180,875
95,143,875
95,180,32
95,143,32
95,180,31
95,143,31
95,180,12
95,143,12
95,180,13
95,143,13
95,180,14
95,143,14
96,181,876
96,39,876
96,181,877
96,39,877
96,181,846
96,39,846
96,181,878
96,39,878
96,181,879
96,39,879
96,181,880
96,39,880
96,181,881
96,39,881
96,181,882
96,39,882
96,181,883
96,39,883
96,181,854
96,39,854
96,181,626
96,39,626
96,181,884
96,39,884
96,181,885
96,39,885
96,181,886
96,39,886
96,181,32
96,39,32
96,181,31
96,39,31
96,181,12
96,39,12
96,181,13
96,39,13
96,181,14
96,39,14
97,182,887
97,183,887
97,182,888
97,183,888
97,182,542
97,183,542
97,182,889
97,183,889
97,182,890
97,183,890
97,182,891
97,183,891
97,182,549
97,183,549
97,182,892
97,183,892
97,182,890
97,183,890
97,182,893
97,183,893
97,182,894
97,183,894
97,182,888
97,183,888
97,182,32
97,183,32
97,182,31
97,183,31
97,182,12
97,183,12
97,182,13
97,183,13
97,182,14
97,183,14
98,184,32
98,184,12
98,184,13
98,184,14
99,137,369
99,185,369
99,137,895
99,185,895
99,137,896
99,185,896
99,137,897
99,185,897
99,137,898
99,185,898
99,137,899
99,185,899
99,137,32
99,185,32
99,137,31
99,185,31
99,137,12
99,185,12
99,137,13
99,185,13
99,137,14
99,185,14
100,186,900
100,186,901
100,186,902
100,186,903
100,186,904
100,186,905
100,186,906
100,186,907
100,186,150
100,186,327
100,186,471
100,186,908
100,186,32
100,186,12
100,186,13
100,186,14
101,187,909
101,187,910
101,187,911
101,187,912
101,187,913
101,187,914
101,187,915
101,187,916
101,187,31
101,187,225
101,187,12
101,187,13
101,187,14
102,188,32
102,188,12
102,188,34
102,188,14
103,189,917
103,190,917
103,189,918
103,190,918
103,189,919
103,190,919
103,189,917
103,190,917
103,189,920
103,190,920
103,189,921
103,190,921
103,189,32
103,190,32
103,189,33
103,190,33
103,189,34
103,190,34
103,189,14
103,190,14
104,191,922
104,113,922
104,191,923
104,113,923
104,191,924
104,113,924
104,191,925
104,113,925
104,191,926
104,113,926
104,191,912
104,113,912
104,191,927
104,113,927
104,191,928
104,113,928
104,191,923
104,113,923
104,191,929
104,113,929
104,191,925
104,113,925
104,191,31
104,113,31
104,191,12
104,113,12
104,191,13
104,113,13
104,191,14
104,113,14
105,42,65
105,41,65
105,43,65
105,42,718
105,41,718
105,43,718
105,42,170
105,41,170
105,43,170
105,42,169
105,41,169
105,43,169
105,42,172
105,41,172
105,43,172
105,42,930
105,41,930
105,43,930
105,42,178
105,41,178
105,43,178
105,42,66
105,41,66
105,43,66
105,42,931
105,41,931
105,43,931
105,42,169
105,41,169
105,43,169
105,42,177
105,41,177
105,43,177
105,42,718
105,41,718
105,43,718
105,42,32
105,41,32
105,43,32
105,42,12
105,41,12
105,43,12
105,42,13
105,41,13
105,43,13
105,42,14
105,41,14
105,43,14
106,192,932
106,192,933
106,192,934
106,192,228
106,192,935
106,192,936
106,192,937
106,192,517
106,192,32
106,192,31
106,192,276
106,192,12
106,192,13
106,192,14
107,155,938
107,193,938
107,155,939
107,193,939
107,155,940
107,193,940
107,155,941
107,193,941
107,155,942
107,193,942
107,155,943
107,193,943
107,155,944
107,193,944
107,155,945
107,193,945
107,155,46
107,193,46
107,155,946
107,193,946
107,155,947
107,193,947
107,155,32
107,193,32
107,155,31
107,193,31
107,155,12
107,193,12
107,155,13
107,193,13
107,155,14
107,193,14
108,142,948
108,194,948
108,195,948
108,142,121
108,194,121
108,195,121
108,142,641
108,194,641
108,195,641
108,142,740
108,194,740
108,195,740
108,142,949
108,194,949
108,195,949
108,142,950
108,194,950
108,195,950
108,142,951
108,194,951
108,195,951
108,142,413
108,194,413
108,195,413
108,142,126
108,194,126
108,195,126
108,142,744
108,194,744
108,195,744
108,142,949
108,194,949
108,195,949
108,142,147
108,194,147
108,195,147
108,142,952
108,194,952
108,195,952
108,142,345
108,194,345
108,195,345
108,142,953
108,194,953
108,195,953
108,142,641
108,194,641
108,195,641
108,142,32
108,194,32
108,195,32
108,142,12
108,194,12
108,195,12
108,142,13
108,194,13
108,195,13
108,142,14
108,194,14
108,195,14
109,196,926
109,118,926
109,196,954
109,118,954
109,196,955
109,118,955
109,196,460
109,118,460
109,196,955
109,118,955
109,196,956
109,118,956
109,196,490
109,118,490
109,196,957
109,118,957
109,196,927
109,118,927
109,196,460
109,118,460
109,196,275
109,118,275
109,196,32
109,118,32
109,196,12
109,118,12
109,196,13
109,118,13
109,196,14
109,118,14
110,3,385
110,197,385
110,5,385
110,8,385
110,6,385
110,198,385
110,199,385
110,200,385
110,4,385
110,3,32
110,197,32
110,5,32
110,8,32
110,6,32
110,198,32
110,199,32
110,200,32
110,4,32
110,3,12
110,197,12
110,5,12
110,8,12
110,6,12
110,198,12
110,199,12
110,200,12
110,4,12
110,3,34
110,197,34
110,5,34
110,8,34
110,6,34
110,198,34
110,199,34
110,200,34
110,4,34
110,3,35
110,197,35
110,5,35
110,8,35
110,6,35
110,198,35
110,199,35
110,200,35
110,4,35
111,41,958
111,43,958
111,201,958
111,41,718
111,43,718
111,201,718
111,41,959
111,43,959
111,201,959
111,41,960
111,43,960
111,201,960
111,41,142
111,43,142
111,201,142
111,41,961
111,43,961
111,201,961
111,41,169
111,43,169
111,201,169
111,41,962
111,43,962
111,201,962
111,41,963
111,43,963
111,201,963
111,41,964
111,43,964
111,201,964
111,41,965
111,43,965
111,201,965
111,41,471
111,43,471
111,201,471
111,41,170
111,43,170
111,201,170
111,41,172
111,43,172
111,201,172
111,41,169
111,43,169
111,201,169
111,41,962
111,43,962
111,201,962
111,41,963
111,43,963
111,201,963
111,41,177
111,43,177
111,201,177
111,41,964
111,43,964
111,201,964
111,41,965
111,43,965
111,201,965
111,41,471
111,43,471
111,201,471
111,41,178
111,43,178
111,201,178
111,41,744
111,43,744
111,201,744
111,41,958
111,43,958
111,201,958
111,41,142
111,43,142
111,201,142
111,41,960
111,43,960
111,201,960
111,41,966
111,43,966
111,201,966
111,41,718
111,43,718
111,201,718
111,41,32
111,43,32
111,201,32
111,41,12
111,43,12
111,201,12
111,41,13
111,43,13
111,201,13
111,41,14
111,43,14
111,201,14
112,202,170
112,203,170
112,202,967
112,203,967
112,202,968
112,203,968
112,202,969
112,203,969
112,202,970
112,203,970
112,202,971
112,203,971
112,202,972
112,203,972
112,202,973
112,203,973
112,202,974
112,203,974
112,202,32
112,203,32
112,202,12
112,203,12
112,202,13
112,203,13
112,202,14
112,203,14
113,204,975
113,204,976
113,204,977
113,204,978
113,204,979
113,204,979
113,204,980
113,204,981
113,204,982
113,204,983
113,204,32
113,204,12
113,204,34
113,204,14
114,205,984
114,206,984
114,207,984
114,208,984
114,209,984
114,210,984
114,205,985
114,206,985
114,207,985
114,208,985
114,209,985
114,210,985
114,205,986
114,206,986
114,207,986
114,208,986
114,209,986
114,210,986
114,205,987
114,206,987
114,207,987
114,208,987
114,209,987
114,210,987
114,205,988
114,206,988
114,207,988
114,208,988
114,209,988
114,210,988
114,205,989
114,206,989
114,207,989
114,208,989
114,209,989
114,210,989
114,205,404
114,206,404
114,207,404
114,208,404
114,209,404
114,210,404
114,205,32
114,206,32
114,207,32
114,208,32
114,209,32
114,210,32
114,205,12
114,206,12
114,207,12
114,208,12
114,209,12
114,210,12
114,205,13
114,206,13
114,207,13
114,208,13
114,209,13
114,210,13
114,205,14
114,206,14
114,207,14
114,208,14
114,209,14
114,210,14
115,211,32
115,211,12
115,211,34
115,211,14
116,212,990
116,212,991
116,212,992
116,212,993
116,212,994
116,212,995
116,212,992
116,212,996
116,212,997
116,212,998
116,212,71
116,212,999
116,212,9
116,212,1000
116,212,32
116,212,31
116,212,12
116,212,13
116,212,14
117,129,1001
117,129,1002
117,129,1003
117,129,1004
117,129,1005
117,129,1006
117,129,1007
117,129,1008
117,129,10
117,129,404
117,129,1009
117,129,71
117,129,1010
117,129,9
117,129,12
117,129,13
117,129,14
118,104,1011
118,213,1011
118,103,1011
118,104,608
118,213,608
118,103,608
118,104,1012
118,213,1012
118,103,1012
118,104,413
118,213,413
118,103,413
118,104,1011
118,213,1011
118,103,1011
118,104,147
118,213,147
118,103,147
118,104,1013
118,213,1013
118,103,1013
118,104,1014
118,213,1014
118,103,1014
118,104,345
118,213,345
118,103,345
118,104,31
118,213,31
118,103,31
118,104,12
118,213,12
118,103,12
118,104,13
118,213,13
118,103,13
118,104,14
118,213,14
118,103,14
119,214,1015
119,215,1015
119,214,1016
119,215,1016
119,214,1017
119,215,1017
119,214,330
119,215,330
119,214,1018
119,215,1018
119,214,1019
119,215,1019
119,214,1020
119,215,1020
119,214,856
119,215,856
119,214,147
119,215,147
119,214,1021
119,215,1021
119,214,1022
119,215,1022
119,214,31
119,215,31
119,214,12
119,215,12
119,214,13
119,215,13
119,214,14
119,215,14
120,216,576
120,217,576
120,218,576
120,219,576
120,220,576
120,221,576
120,216,1023
120,217,1023
120,218,1023
120,219,1023
120,220,1023
120,221,1023
120,216,510
120,217,510
120,218,510
120,219,510
120,220,510
120,221,510
120,216,1024
120,217,1024
120,218,1024
120,219,1024
120,220,1024
120,221,1024
120,216,1025
120,217,1025
120,218,1025
120,219,1025
120,220,1025
120,221,1025
120,216,1026
120,217,1026
120,218,1026
120,219,1026
120,220,1026
120,221,1026
120,216,586
120,217,586
120,218,586
120,219,586
120,220,586
120,221,586
120,216,1027
120,217,1027
120,218,1027
120,219,1027
120,220,1027
120,221,1027
120,216,1028
120,217,1028
120,218,1028
120,219,1028
120,220,1028
120,221,1028
120,216,510
120,217,510
120,218,510
120,219,510
120,220,510
120,221,510
120,216,1029
120,217,1029
120,218,1029
120,219,1029
120,220,1029
120,221,1029
120,216,1025
120,217,1025
120,218,1025
120,219,1025
120,220,1025
120,221,1025
120,216,1030
120,217,1030
120,218,1030
120,219,1030
120,220,1030
120,221,1030
120,216,72
120,217,72
120,218,72
120,219,72
120,220,72
120,221,72
120,216,32
120,217,32
120,218,32
120,219,32
120,220,32
120,221,32
120,216,12
120,217,12
120,218,12
120,219,12
120,220,12
120,221,12
120,216,34
120,217,34
120,218,34
120,219,34
120,220,34
120,221,34
120,216,14
120,217,14
120,218,14
120,219,14
120,220,14
120,221,14
121,187,142
121,187,1031
121,187,1032
121,187,1033
121,187,1034
121,187,31
121,187,225
121,187,12
121,187,13
121,187,14
122,222,463
122,223,463
122,224,463
122,222,1035
122,223,1035
122,224,1035
122,222,1036
122,223,1036
122,224,1036
122,222,1037
122,223,1037
122,224,1037
122,222,774
122,223,774
122,224,774
122,222,608
122,223,608
122,224,608
122,222,147
122,223,147
122,224,147
122,222,463
122,223,463
122,224,463
122,222,782
122,223,782
122,224,782
122,222,1038
122,223,1038
122,224,1038
122,222,1039
122,223,1039
122,224,1039
122,222,1040
122,223,1040
122,224,1040
122,222,32
122,223,32
122,224,32
122,222,12
122,223,12
122,224,12
122,222,34
122,223,34
122,224,34
122,222,14
122,223,14
122,224,14
123,225,1041
123,226,1041
123,227,1041
123,225,1042
123,226,1042
123,227,1042
123,225,1043
123,226,1043
123,227,1043
123,225,1044
123,226,1044
123,227,1044
123,225,466
123,226,466
123,227,466
123,225,1045
123,226,1045
123,227,1045
123,225,1046
123,226,1046
123,227,1046
123,225,1047
123,226,1047
123,227,1047
123,225,466
123,226,466
123,227,466
123,225,1048
123,226,1048
123,227,1048
123,225,1049
123,226,1049
123,227,1049
123,225,1050
123,226,1050
123,227,1050
123,225,32
123,226,32
123,227,32
123,225,12
123,226,12
123,227,12
123,225,34
123,226,34
123,227,34
123,225,14
123,226,14
123,227,14
124,48,1051
124,84,1051
124,83,1051
124,82,1051
124,48,1052
124,84,1052
124,83,1052
124,82,1052
124,48,1053
124,84,1053
124,83,1053
124,82,1053
124,48,1054
124,84,1054
124,83,1054
124,82,1054
124,48,1055
124,84,1055
124,83,1055
124,82,1055
124,48,1056
124,84,1056
124,83,1056
124,82,1056
124,48,1057
124,84,1057
124,83,1057
124,82,1057
124,48,1058
124,84,1058
124,83,1058
124,82,1058
124,48,1059
124,84,1059
124,83,1059
124,82,1059
124,48,1060
124,84,1060
124,83,1060
124,82,1060
124,48,31
124,84,31
124,83,31
124,82,31
124,48,12
124,84,12
124,83,12
124,82,12
124,48,13
124,84,13
124,83,13
124,82,13
124,48,14
124,84,14
124,83,14
124,82,14
125,228,1061
125,229,1061
125,230,1061
125,231,1061
125,232,1061
125,233,1061
125,228,1062
125,229,1062
125,230,1062
125,231,1062
125,232,1062
125,233,1062
125,228,1063
125,229,1063
125,230,1063
125,231,1063
125,232,1063
125,233,1063
125,228,1064
125,229,1064
125,230,1064
125,231,1064
125,232,1064
125,233,1064
125,228,1065
125,229,1065
125,230,1065
125,231,1065
125,232,1065
125,233,1065
125,228,1065
125,229,1065
125,230,1065
125,231,1065
125,232,1065
125,233,1065
125,228,1066
125,229,1066
125,230,1066
125,231,1066
125,232,1066
125,233,1066
125,228,1067
125,229,1067
125,230,1067
125,231,1067
125,232,1067
125,233,1067
125,228,1068
125,229,1068
125,230,1068
125,231,1068
125,232,1068
125,233,1068
125,228,1064
125,229,1064
125,230,1064
125,231,1064
125,232,1064
125,233,1064
125,228,32
125,229,32
125,230,32
125,231,32
125,232,32
125,233,32
125,228,12
125,229,12
125,230,12
125,231,12
125,232,12
125,233,12
125,228,13
125,229,13
125,230,13
125,231,13
125,232,13
125,233,13
125,228,14
125,229,14
125,230,14
125,231,14
125,232,14
125,233,14
126,234,1069
126,235,1069
126,234,443
126,235,443
126,234,1070
126,235,1070
126,234,197
126,235,197
126,234,1071
126,235,1071
126,234,1072
126,235,1072
126,234,1073
126,235,1073
126,234,1074
126,235,1074
126,234,1075
126,235,1075
126,234,1076
126,235,1076
126,234,428
126,235,428
126,234,1077
126,235,1077
126,234,1078
126,235,1078
126,234,1079
126,235,1079
126,234,1080
126,235,1080
126,234,1081
126,235,1081
126,234,1082
126,235,1082
126,234,211
126,235,211
126,234,1083
126,235,1083
126,234,447
126,235,447
126,234,45
126,235,45
126,234,32
126,235,32
126,234,31
126,235,31
126,234,12
126,235,12
126,234,13
126,235,13
126,234,14
126,235,14
127,236,1084
127,236,1085
127,236,1086
127,236,1087
127,236,1088
127,236,1089
127,236,1090
127,236,1091
127,236,1085
127,236,1087
127,236,1088
127,236,1089
127,236,1090
127,236,1091
127,236,1084
127,236,1086
127,236,32
127,236,12
127,236,34
127,236,14
128,237,1092
128,40,1092
128,6,1092
128,237,1093
128,40,1093
128,6,1093
128,237,1094
128,40,1094
128,6,1094
128,237,1095
128,40,1095
128,6,1095
128,237,1096
128,40,1096
128,6,1096
128,237,584
128,40,584
128,6,584
128,237,1056
128,40,1056
128,6,1056
128,237,1097
128,40,1097
128,6,1097
128,237,48
128,40,48
128,6,48
128,237,1098
128,40,1098
128,6,1098
128,237,32
128,40,32
128,6,32
128,237,12
128,40,12
128,6,12
128,237,13
128,40,13
128,6,13
128,237,14
128,40,14
128,6,14
129,62,1099
129,62,1100
129,62,1101
129,62,1102
129,62,1103
129,62,1104
129,62,319
129,62,1105
129,62,1106
129,62,1107
129,62,1099
129,62,1108
129,62,32
129,62,31
129,62,12
129,62,13
129,62,14
130,50,1109
130,51,1109
130,50,661
130,51,661
130,50,1110
130,51,1110
130,50,1111
130,51,1111
130,50,1112
130,51,1112
130,50,1113
130,51,1113
130,50,1114
130,51,1114
130,50,1111
130,51,1111
130,50,1115
130,51,1115
130,50,668
130,51,668
130,50,32
130,51,32
130,50,12
130,51,12
130,50,13
130,51,13
130,50,14
130,51,14
131,238,161
131,239,161
131,238,1116
131,239,1116
131,238,1117
131,239,1117
131,238,1118
131,239,1118
131,238,1119
131,239,1119
131,238,1120
131,239,1120
131,238,1121
131,239,1121
131,238,349
131,239,349
131,238,1122
131,239,1122
131,238,1123
131,239,1123
131,238,1124
131,239,1124
131,238,1117
131,239,1117
131,238,1125
